Name,Start_Date,End_Date,Location,City,State,Zip,Details,Notes,Type,Longitude,Latitude
Rothrock GRIT Gravel Grinder & ROTHROCK 100,6/7/25 0:00,6/7/25 0:00,301 Bear Meadows Rd,Boalsburg,PA,16827,http://www.BikeReg.com/rothrock-grit-race,,"Gravel, Mountain Bike",-77.7924992,40.7756184
Rotary Gold Country Challenge,6/7/25 0:00,6/7/25 0:00,11228 McCourtney Rd,Grass Valley,CA,95949,http://www.BikeReg.com/rotary-gold-country-challenge,,"Bike Tour, Gravel",-121.06292,39.2190607
The Moose,6/7/25 0:00,6/7/25 0:00,44 Belden Hill Rd,East Burke,VT,5832,http://www.BikeReg.com/the-moose,,Road Race,-71.94208084,44.589463
Biking Across Kansas 2025,6/7/25 0:00,6/14/25 0:00,Kansas,Colorado Border,KS,66051,http://www.BikeReg.com/biking-across-kansas,,Bike Tour,-105.397466,39.52126625
Mary Go Round Gravel Race - 2025,6/7/25 0:00,6/7/25 0:00,247 Hwy H,Mary's Home,MO,65032,http://www.BikeReg.com/mary-go-round,,Gravel,,
Revolutionary Ramble 2025,6/7/25 0:00,6/7/25 0:00, 118 Lamington Rd,Branchburg,NJ,8876,http://www.BikeReg.com/revolutionary-ramble,,"Bike Tour, Recreational",-74.70027389,40.5688245
Cutaway Bike Camp Explorer Camp,6/7/25 0:00,6/28/25 0:00,1400 Melbourne Rd,Charlottesville,VA,22901,http://www.BikeReg.com/cutaway-bike-camp-explorer-camp,,Cycling Camp,-78.4766781,38.029306
The Kate's Mountain Challenge,6/7/25 0:00,6/7/25 0:00,125 Schoolhouse Way,White Sulphur Springs,WV,24986,http://www.BikeReg.com/the-kates-mountain-challenge,,"Gravel, Gravel",-80.2975734,37.7965149
4th Annual - Trails for Hope,6/7/25 0:00,6/7/25 0:00,123 Tuscarawas St NW,Canal Fulton,OH,44614,http://www.BikeReg.com/trailsforhope,,Special Event,-81.597623,40.8897784
Whiteface Mountain 22nd Annual Uphill Bike Race,6/7/25 0:00,6/7/25 0:00,5753 NY-86,Wilmington,NY,12997,http://www.BikeReg.com/whiteface-mountain-22nd-annual-uphill-bike-race,,"Road Race, Hill Climb",-73.815422,44.388409
Elmhurst Cycling Classic,6/7/25 0:00,6/7/25 0:00,"211 S. Prospect Ave, Elmhurst, IL 60126",Elmhurst,IL,60126,http://www.BikeReg.com/ecc25,,"Road Race, Illinois Cycling Assoc",-87.9403418,41.8994745
Wilmington Whiteface Mountain Bike Race,6/8/25 0:00,6/8/25 0:00,1135 Springfield Rd,Wilmington,NY,12997,http://www.BikeReg.com/wilmington-whiteface-mtb-race,,Mountain Bike,-73.815422,44.388409
Birdseye Brawler,6/8/25 0:00,6/8/25 0:00,8398 Co Rd 96,Hammondsport,NY,14840,http://www.BikeReg.com/birdseyebrawler,,Gravel,-77.2236302,42.4079347
Washougal MTB (OBRA),6/12/25 0:00,6/15/25 0:00,40205 NE Borin Rd,Washougal,WA,98671,http://www.BikeReg.com/washougal-mtb,,Mountain Bike,-122.3479921,45.5819594
Cow Pie EX,4/1/25 0:00,6/13/25 0:00,404 W Main St,Ionia,MI,48846,http://www.BikeReg.com/cowpieex,,Special Event,-85.0713945,42.9469688
US PRO CUP presented by Washougal MTB (USAC),6/13/25 0:00,6/14/25 0:00,40205 NE Borin Rd,Washougal ,WA,98671,http://www.BikeReg.com/washougal-mtb-usac,,Mountain Bike,-122.3479921,45.5819594
The BIKES FIGHT CANCER Charity Ride,6/14/25 0:00,6/14/25 0:00,1 Community Pl,Deerfield,MA,1373,http://www.BikeReg.com/bfc,,"Recreational, Special Event",-72.6044771,42.5442595
Class VI Classic 4.0,6/14/25 0:00,6/14/25 0:00, 3 Mile Rd,Etna,NH,3750,http://www.BikeReg.com/class-vi-classic-4,,"Gravel, Mountain Bike",-72.2217561,43.6928489
Lebanon Strawberry Century,6/14/25 0:00,6/14/25 0:00,200 Mullins Dr,Lebanon,OR,97355,http://www.BikeReg.com/lebanonstrawberrycentury,,"Recreational, Bike Tour",-122.9072329,44.5363364
Cascade Cycling Classic Criterium,6/14/25 0:00,6/15/25 0:00,250 NW Franklin Ave,Bend,OR,97703,http://www.BikeReg.com/cascade-cycling-classic-criterium,,Road Race,-121.3153096,44.0581728
Ridge Rider Dual,6/14/25 0:00,6/14/25 0:00,Spearfish SD,Spearfish,SD,57783,http://www.BikeReg.com/ridge-rider-dual,,Special Event,-103.85937,44.490817
Pine Island-Gravel Odyssey,6/14/25 0:00,6/14/25 0:00,119 S Canyon Street,Spearfish,SD,57783,http://www.BikeReg.com/pineisland,,Gravel,-103.85937,44.490817
"Michigan Mountain Mayhem ""Spring Classic""",6/14/25 0:00,6/14/25 0:00,1035 Boyne Ave,Boyne City,MI,49712,http://www.BikeReg.com/spring-classic,,"Gran Fondo, Recreational",-85.013942,45.216675
Lost & Found Gravel Festival 2025,6/14/25 0:00,6/14/25 0:00, ,Portola,CA,96122,http://www.BikeReg.com/lost-found-gravel-festival-25,,Gravel,-120.4695123,39.8104983
Funk Bottoms Gravel 100K\200K,6/14/25 0:00,6/14/25 0:00,108 Main St,Glenmont,OH,44628,http://www.BikeReg.com/funk-bottoms-gravel-100201,,Gravel,-82.0973748,40.5200635
"Mile High 100 - June 14, 2025",6/14/25 0:00,6/14/25 0:00,101 Meadowbrook Loop  (400 ft. west of Chester Park),Chester,CA,96020,http://www.BikeReg.com/mile-high-100,,"Recreational, Road Race",-64.2411853,44.5413322
Cow Pie Classic,6/14/25 0:00,6/14/25 0:00,401 W Main St,Ionia,MI,48846,http://www.BikeReg.com/ridecowpie,,Gravel,-85.0713945,42.9469688
The 2025 Lee Warren Queen City Century,6/14/25 0:00,6/14/25 0:00,121 S. Lewis St.,Staunton,VA,24401,http://www.BikeReg.com/lwqcc,,"Gran Fondo, Recreational",115.7831996,-31.70819067
Tour de Lebanon Valley,6/14/25 0:00,6/14/25 0:00,80 Rocherty Rd,Lebanon,PA,17042,http://www.BikeReg.com/tourdelebanonvalley,,"Gran Fondo, Recreational",-76.4626118,40.375713
DomnarskiFarm.com 2025,6/14/25 0:00,6/14/25 0:00,77 Bacon Road,Ware,MA,1082,http://www.BikeReg.com/domnarskifarmcom,,"Mountain Bike, Fat Bike",-72.2397806,42.2599297
2025 Skull Gravel Grinder,6/14/25 0:00,6/14/25 0:00, Triangle City Park,Burns,OR,97720,http://www.BikeReg.com/skull-gravel-grinder,,Gravel,-119.054413,43.5861256
Dirty Dino Gravel Race,6/14/25 0:00,6/14/25 0:00,4250 N 3500 W,Vernal,UT,84078,http://www.BikeReg.com/dirty-dino-gravel-race,,"Gravel, Utah Cycling Association",-109.528474,40.4556825
2025 Farm to Fork Fitness Adventures - Hudson Valley- Gran Fondo and Weekend Getaway,6/15/25 0:00,6/15/25 0:00,249 Libertyville Rd,New Paltz,NY,12561,http://www.BikeReg.com/farm-to-fork-hudson-valley-2025,,"Gran Fondo, Bike Tour",-74.0844894,41.7464972
NOMBS Father's Day Race At The Thorn!,6/15/25 0:00,6/15/25 0:00,25381 OH-58,Wellington,OH,44090,http://www.BikeReg.com/nombs-fathers-day-race-at-the-thorn,,"Mountain Bike, Ohio Cycling Assoc",-82.2175679,41.1685867
Mars Hill Cycling Camp 1 Mountain Bike,6/16/25 0:00,6/21/25 0:00,"155 Townhouse Drive Mars Hill, NC 28754",Mars Hill,NC,28754,http://www.BikeReg.com/mh-mtb-1,,"Cycling Camp, Mountain Bike",-82.5486848,35.8263793
Baker City Cycling Classic,6/20/25 0:00,6/22/25 0:00,1828 Main St,Baker City,OR,97814,http://www.BikeReg.com/baker-city-cycling-classic,,Road Race,-117.834384,44.7748748
The Voodoo (ALL-a-Toona),6/21/25 0:00,6/21/25 0:00,5690 Old Stilesboro Rd NW,Acworth,GA,30101,http://www.BikeReg.com/voodoo-race,,"Mountain Bike, Recreational",-84.6768796,34.0659329
SEASONS OF ROTHROCK ADVENTURES - Greenwood Furnace *Mid Atlantic Super Series Endurance Race,6/21/25 0:00,6/21/25 0:00,15795 Greenwood Rd,Huntingdon,PA,16652,http://www.BikeReg.com/rothrock-sessions-iii,,"Mountain Bike, Mid Atlantic Super Series",-78.0281185,40.3446332
2025 Solstice Gravel Grinder,6/21/25 0:00,6/21/25 0:00,"300 W Scott St, Beatrice, NE 68310",Beatrice ,NE,68310,http://www.BikeReg.com/solsticegravel,,"Gravel, Fat Bike",-96.747369,40.266429
"Spring Bike Fling - ""Hack & Back""",6/21/25 0:00,6/21/25 0:00,201 Minnesota Ave E,Walker,MN,56484,http://www.BikeReg.com/spring-bike-fling-hack-back,,"Special Event, Recreational",-94.5798439,47.1015529
The Ride for Mental Health,6/21/25 0:00,6/22/25 0:00,"Ulster County Fair Grounds, 249 Libertyville Rd",New Paltz,NY,12561,http://www.BikeReg.com/the-ride-for-mental-health,,Recreational,-74.0844894,41.7464972
GVCC Classic Road Race,6/21/25 0:00,6/21/25 0:00,Bristol Mountain Ski Resort  5662 NY-64,Canandaigua,NY,14424,http://www.BikeReg.com/gvcc-classic-road-race,,"Road Race, Road Race",-77.31914542,42.850682
Dirty Donut Powered by Consumers Credit Union,6/21/25 0:00,6/21/25 0:00,1556 Chalmers St,Martin,MI,49070,http://www.BikeReg.com/dirty-donut,,Gravel,-101.9190317,32.2675039
2025 Wild Ride,6/21/25 0:00,6/21/25 0:00,4346 Ohio-125,West Portsmouth,OH,45663,http://www.BikeReg.com/portsmouth-connex-wild-ride,,"Bike Tour, Gravel",-83.0290644,38.7584091
Licking Valley Century 2025,6/21/25 0:00,6/21/25 0:00,11186 S Licking Pike,Alexandria,KY,41001,http://www.BikeReg.com/licking-valley-century,,"Gran Fondo, Recreational",-84.3879946,38.9595078
Pedal Putnam 2025,6/21/25 0:00,6/21/25 0:00,102 E Franklin St,Greencastle,IN,46135,http://www.BikeReg.com/pedal-putnam,,Gran Fondo,-86.8647316,39.6444898
Carolina Hill MTB Classic 2025,6/22/25 0:00,6/22/25 0:00,165 Eames Way  ,Marshfield,MA,2050,http://www.BikeReg.com/chmtbclassic24,,Mountain Bike,-70.7055941,42.091769
Big Woody Rides,6/22/25 0:00,6/22/25 0:00,2446 Fort Tuthill Loop,Flagstaff,AZ,86005,http://www.BikeReg.com/big-woody,,"Mountain Bike, Recreational",-111.651822,35.1987522
Mars Hill Cycling Camp 2 Mountain Bike,6/23/25 0:00,6/28/25 0:00,155 Townhouse Dr,Mars Hill,NC,28754,http://www.BikeReg.com/mh-mtb-2,,"Cycling Camp, Mountain Bike",-82.5486848,35.8263793
2025 Oregon Trail Gravel,6/25/25 0:00,6/29/25 0:00,,Bend,OR,97756,http://www.BikeReg.com/oregon-trail-gravel-2025,,"Gravel, Gravel",-121.3153096,44.0581728
SRAM Downhill Southeast Round 6 at Snowshoe,6/27/25 0:00,6/29/25 0:00,10 Snowshoe Dr,Dunmore,WV,24934,http://www.BikeReg.com/sram-downhill-southeast-round-6-at-snowshoe,,Mountain Bike,-79.8808917,38.359564
2025 Farm to Fork Traverse City Cherry Fest - Weekend Getaway,6/27/25 0:00,6/29/25 0:00," Charlevoix, Michigan",Charlevoix,MI,49720,http://www.BikeReg.com/farm-to-fork-trvrscity-2025,,"Special Event, Bike Tour",-84.9676387,45.202075
Oregon Triple Crown Pass 2025,3/15/25 0:00,6/28/25 0:00," Monroe, Oregon",Monroe,OR,97456,http://www.BikeReg.com/oregon-triple-crown-pass,,"Gravel, Gravel",-123.2974348,44.3144964
Velo Stowe,6/28/25 0:00,6/28/25 0:00,3343 Mountain Rd,Stowe,VT,5672,http://www.BikeReg.com/velo-stowe,,Gravel,-72.6856197,44.4643768
SBT GRVL 2025,6/28/25 0:00,6/29/25 0:00,,Steamboat Springs,CO,80487,http://www.BikeReg.com/sbtgrvl,,"Gravel, Random Selection",-106.831735,40.4848003
2025 Vermont Gran Fondo,6/28/25 0:00,6/28/25 0:00,110 Airport Dr,Bristol,VT,5443,http://www.BikeReg.com/vermont-gran-fondo-2025,,"Gran Fondo, Recreational",-73.0785227,44.1332662
Michaux MTB Marathon,6/28/25 0:00,6/28/25 0:00,1975 Birch Run Rd,Biglerville,PA,17307,http://www.BikeReg.com/mmbm,,Mountain Bike,-77.2482712,39.9303777
Michigan's Coast to Coast Gravel Grinder 204-Miler & Coast Loop 100-Miler,6/28/25 0:00,6/28/25 0:00,2325 Green Dr,Au Gres (204 start) to Ludington (204 and 100 finish),MI,48703,http://www.BikeReg.com/micoasttocoast,,Gravel,,
Ruby Roubaix 2025,6/28/25 0:00,6/28/25 0:00,"Lamoille Schoolhouse, Lamoille, NV  89828",Lamoille,NV,89828,http://www.BikeReg.com/rubyroubaix,,"Gravel, Gran Fondo",-115.478392,40.7279826
Takelma Gravel Grinder,6/28/25 0:00,6/28/25 0:00,146 Chief Miwaleta Lane,Canyonville,OR,97417,http://www.BikeReg.com/takelma-gravel-grinder,,Gravel,-123.281202,42.927612
Pedal 2 Pints 2025 (Sweet 16),6/28/25 0:00,6/28/25 0:00,508 Pine Meadow Rd,Northfield,MA,1360,http://www.BikeReg.com/pedal-2-pints,,"Recreational, Special Event",-72.4558506,42.6943896
2025 Open Water Swim Pre-Registration,5/3/25 0:00,6/28/25 0:00,3333-5 Rue Royale,St. Charles,MO,63301,http://www.BikeReg.com/open-water-swim-pre-registration,,"Recreational, Multisport",-90.6747372,38.7877791
2025 Oregon Gravel Series,4/27/25 0:00,6/29/25 0:00, ,Dufur,OR,97021,http://www.BikeReg.com/oregon-gravel-series-2025,,Gravel,-121.130223,45.4531081
Belgian Waffle Ride Montana 2025,6/29/25 0:00,6/29/25 0:00, W Aspen St,Bozeman,MT,59715,http://www.BikeReg.com/belgian-waffle-ride-montana-2025,,"Gravel, Road Race",-111.044047,45.6794293
Kalamazoo Bicycle Club - KalTour 2025,6/29/25 0:00,6/29/25 0:00,555 E Eliza St,Schoolcraft,MI,49087,http://www.BikeReg.com/kbc-kaltour,,"Bike Tour, Recreational",-86.1833841,46.1902943
SRAM 2025 Series Pass,2/21/25 0:00,6/29/25 0:00,,Zirconia,NC,28790,http://www.BikeReg.com/sram-2025-series-pass,,Mountain Bike,-82.4162298,35.2417832
Camp Michaux Gravel Grinder,6/29/25 0:00,6/29/25 0:00,1975 Birch Run Rd,Biglerville,PA,17307,http://www.BikeReg.com/cmgg,,"Gravel, Gran Fondo",-77.2482712,39.9303777
CCAP Spring 2025 Regional MTB Teams,4/1/25 0:00,6/30/25 0:00,353 Main St,Middletown,CT,6457,http://www.BikeReg.com/ccap-spring-mtb-2025,,"Mountain Bike, Club Membership",-72.6509061,41.5623178
Cutaway Bike Camp Junior Mountain Bike Overnight Camps - Enduro - Travel,6/30/25 0:00,7/12/25 0:00,1000 Samuel Miller Loop,Charlottesville,VA,22903,http://www.BikeReg.com/cutawayjuniorcamps,,Cycling Camp,-78.4766781,38.029306
Mars Hill Cycling Camp 3 Mountain Bike,6/30/25 0:00,7/5/25 0:00,155 Townhouse Dr,Mars Hill,NC,28754,http://www.BikeReg.com/mh-mtb-3,,"Cycling Camp, Mountain Bike",-82.5486848,35.8263793
La Buckland,7/5/25 0:00,7/5/25 0:00, ,Notre-Dame-Auxiliatrice-de-Buckland,QC,G0R 1G0,http://www.BikeReg.com/labuckland,,Gravel,-70.5455802,46.6196931
The HRing Iceland,7/5/25 0:00,7/5/25 0:00,,Reykjavik,UNK,101,http://www.BikeReg.com/the-hring-iceland,,Gravel,,
Miner Tough Weekend,7/5/25 0:00,7/6/25 0:00,2800 Pimville Rd,Park Hills,MO,63601,http://www.BikeReg.com/minertoughweekend,,"Mountain Bike, Multisport",-90.5228976,37.8517986
24/12 Hours of Iron Maiden,7/5/25 0:00,7/5/25 0:00,12632 Confederate Pkwy,McCalla,AL,35111,http://www.BikeReg.com/24-hours-of-iron-maiden,,Mountain Bike,-87.01267372,33.3049878
Tour de Peninsula 2025,7/9/25 0:00,7/13/25 0:00,,Seattle,WA,98101,http://www.BikeReg.com/tour-de-peninsula,,Bike Tour,-122.330062,47.6038321
Gravel Ride Up Spruce Knob (GRUSK) presented by Lauf Cycles,7/10/25 0:00,7/12/25 0:00,18 Woodlands Way,Circleville,WV,26804,http://www.BikeReg.com/grusk,,"Gravel, Gran Fondo",-79.4911597,38.6709481
Major League Cycling® 2025 Women's Tour de l’Abitibi Quebec Bicycle Racing Trip,7/10/25 0:00,7/14/25 0:00, ,Lancaster,PA,17602,http://www.BikeReg.com/tour-de-labitibi-0725w,,"Road Race, Cycling Camp",-76.3056686,40.03813
Hot Doggett 100,7/11/25 0:00,7/12/25 0:00,100 Athletic St,Mars Hill,NC,28754,http://www.BikeReg.com/hotdoggett100,,"Bike Tour, Recreational",-82.5486848,35.8263793
Stunner Night Rides,7/11/25 0:00,7/11/25 0:00,3939 N Usery Pass Rd,Mesa,AZ,85207,http://www.BikeReg.com/stunner-night-rides,,"Mountain Bike, Gravel",-111.831455,33.4151005
Giro Bello 2025,7/12/25 0:00,7/12/25 0:00,50 Mark West Springs Rd,Santa Rosa,CA,95403,http://www.BikeReg.com/girobello,,"Recreational, Recreational",-122.7141049,38.4404925
New England Classic Charity Bike Tour 150/550,7/12/25 0:00,7/18/25 0:00,270 Concord Rd,Billerica,MA,1821,http://www.BikeReg.com/new-england-classic-charity-bike-tour-150550,,"Bike Tour, Recreational",-71.268947,42.5584264
Ned Gravel,7/12/25 0:00,7/12/25 0:00, ,Nederland,CO,80466,http://www.BikeReg.com/nedgravel,,Gravel,-105.510831,39.9613759
Tour die Kapellen,7/12/25 0:00,7/12/25 0:00,100 Main St,Hays,KS,67601,http://www.BikeReg.com/tour-die-kapellen,,Bike Tour,-99.3267702,38.8791783
Tour of the California Alps - Death Ride,7/12/25 0:00,7/12/25 0:00,17300 CA-89,Markleeville,CA,96120,http://www.BikeReg.com/deathride,,Bike Tour,-119.8312823,38.6671855
Burning Quad,7/12/25 0:00,7/12/25 0:00,740 N Main St,Erie,IL,61250,http://www.BikeReg.com/burning-quad,,Gravel,-90.0790166,41.6563287
The Cedar Blitz: Gravel War on Wheels,7/12/25 0:00,7/12/25 0:00,95 N Main St NE,Cedar Springs,MI,49319,http://www.BikeReg.com/cedarblitz,,Gravel,-85.551424,43.22336
2025 Farm to Fork Fitness Adventures - Champlain Islands,7/13/25 0:00,7/13/25 0:00,190 W Shore Rd,South Hero,VT,5486,http://www.BikeReg.com/farm-to-fork-champlain-islands,,"Gran Fondo, Bike Tour",-73.3024759,44.645697
Major League Cycling® 2025 Belgium Juniors/U23 Racing Trip,7/14/25 0:00,7/28/25 0:00, ,Lancaster,PA,17602,http://www.BikeReg.com/belgium-0725,,"Road Race, Cycling Camp",-76.3056686,40.03813
Mars Hill Cycling Camp 4 Road and Gravel Bike,7/14/25 0:00,7/19/25 0:00,"155 Townhouse Drive Mars Hill, NC 28754",Mars Hill,NC,28754,http://www.BikeReg.com/mh-road-4,,"Cycling Camp, Gravel",-82.5486848,35.8263793
FoCo Fondo p/b Fat Tire,7/18/25 0:00,7/20/25 0:00,500 Linden St,Fort Collins,CO,80524,http://www.BikeReg.com/foco-fondo,,"Gravel, Gravel",-105.0770113,40.5871782
2025 Bike Bash WV (Big Bear Lake Trail Center),7/18/25 0:00,7/20/25 0:00,450 Big Bear Lake Rd,Bruceton Mills,WV,26525,http://www.BikeReg.com/bike-bash-big-bear-wv,,"Special Event, Recreational",-79.6411594,39.6586918
BRNW 2025 Tours,6/21/25 0:00,7/18/25 0:00," Ashland, OR and ",Cheney,WA,99004,http://www.BikeReg.com/brnw-tours-2025,,Bike Tour,-117.579304,47.4892246
High Cascades 100,7/19/25 0:00,7/19/25 0:00,61615 Athletic Club Dr,Bend,OR,97701,http://www.BikeReg.com/high-cascades-100,,"Mountain Bike, National Ultra Endurance Race Series",-121.3153096,44.0581728
58er Ride,7/19/25 0:00,7/19/25 0:00,6303 26 Mile Rd,Washington,MI,48094,http://www.BikeReg.com/58erride,,"Gravel, Virtual Challenge",-77.0365427,38.8950368
The Rift - Iceland Gravel Race 2025,7/19/25 0:00,7/19/25 0:00,Hlíðarvegur,Hvolsvöllur,UNK,860,http://www.BikeReg.com/therift-2025,,Gravel,,
RAGBRAI with Legacy Adventure Charts,7/19/25 0:00,7/26/25 0:00,921 Broad St,Grinnell,IA,50112,http://www.BikeReg.com/ragbraicharter,,"Bike Tour, Special Event",-92.7239637,41.7430237
"Gran Fondo Asheville, a Suarez Gran Fondo National Series event",7/20/25 0:00,7/20/25 0:00,"75 Coxe Ave, Asheville, NC 28801",Asheville,NC,28801,http://www.BikeReg.com/asheville-gfns,,"Gran Fondo, Road Race",-82.5508407,35.595363
Gran Fondo Asheville Volunteers (Benefitting Asheville on Bikes),7/20/25 0:00,7/20/25 0:00,75 Coxe Ave,Asheville,NC,28801,http://www.BikeReg.com/asheville-gfns-volunteers-2025,,"Gran Fondo, Road Race",-82.5508407,35.595363
MACEDONIA GRAVEL,7/20/25 0:00,7/20/25 0:00,6 Young's Field Rd,New Milford,CT,6776,http://www.BikeReg.com/mgg,,"Gravel, Gran Fondo",-73.4105803,41.5770993
Mars Hill Cycling Camp 5 Mountain Bike,7/21/25 0:00,7/26/25 0:00,155 Townhouse Dr,Mars Hill,NC,28754,http://www.BikeReg.com/mh-mtb-5,,"Cycling Camp, Mountain Bike",-82.5486848,35.8263793
2025 Utah Crit League p/b LHM CC,4/29/25 0:00,7/22/25 0:00,Various,Salt Lake City,UT,84105,http://www.BikeReg.com/ucl2025,,Road Race,-111.886797,40.7596198
2025 Need for Speed Time Trial - Utah Cycling Association Championship,7/22/25 0:00,7/22/25 0:00, Interstate 80,Salt Lake City,UT,84116,http://www.BikeReg.com/speed,,"Time Trial, Road Race",-111.886797,40.7596198
"Tour Da Yoop, Eh™ 2025",7/25/25 0:00,8/3/25 0:00,Michigan's Upper Peninsula,Manistique,MI,49854,http://www.BikeReg.com/tour-da-yoop-eh,,"Bike Tour, Gran Fondo",-86.246419,45.95779
2025 Farm to Fork -Cape Cod-Weekend Getaway,7/25/25 0:00,7/27/25 0:00,,Brewster,MA,2631,http://www.BikeReg.com/farm-to-fork-cape-cod-2025,,"Recreational, Bike Tour",-70.082796,41.7601093
Cutaway Bike Camp Youth Mountain Bike Day Camps,6/14/25 0:00,7/25/25 0:00,1000 Samuel Miller Loop,Charlottesville,VA,22903,http://www.BikeReg.com/cutawayyouthcamps,,Cycling Camp,-78.4766781,38.029306
The Fox Bikepacking Race,7/26/25 0:00,7/27/25 0:00,,Finland,MN,55603,http://www.BikeReg.com/thefox,,Gravel,-91.2490485,47.4146362
Laramie Range Epic,7/26/25 0:00,7/26/25 0:00,207 S 1st St,Laramie,WY,82070,http://www.BikeReg.com/laramie-range-epic,,Mountain Bike,-105.5917876,41.3116442
Ride with Leinie,7/26/25 0:00,7/26/25 0:00,4697 Park Cir,Conover,WI,54519,http://www.BikeReg.com/ride-with-leinie,,"Special Event, Recreational",-89.257914,46.054674
Cutaway Bike Camp Women's Mountain Bike Weekend,6/21/25 0:00,7/27/25 0:00,1000 Samuel Miller Loop,Charlottesville,VA,22903,http://www.BikeReg.com/womens-weekend,,Cycling Camp,-78.4766781,38.029306
Happy Valley Women's Cycling Community Membership,9/1/24 0:00,8/1/25 0:00,281 Old Boalsburg Road Boalsburg Pa,State College ,PA,16801,http://www.BikeReg.com/happy-valley-womens-cycling-community-membership,,"Recreational, Special Event",-77.8616386,40.7944504
Crooked Gravel,8/2/25 0:00,8/3/25 0:00,78821 US-40,Granby,CO,80446,http://www.BikeReg.com/crookedgravel-2025,,"Recreational, Gravel",-105.939459,40.0860969
2025 Boggy Draw Beat Down Mountain Bike Race,8/2/25 0:00,8/2/25 0:00,400 Central Ave,Dolores,CO,81323,http://www.BikeReg.com/boggy-draw-beat-down-2025,,"Mountain Bike, Time Trial",-108.4596087,37.7524811
Belgian Waffle Ride Monterey 2025,8/2/25 0:00,8/2/25 0:00,4111 2nd Ave,Seaside,CA,93955,http://www.BikeReg.com/belgian-waffle-ride-monterey-2025,,"Gravel, Road Race",-121.816926,36.62593
WA 24/12,8/2/25 0:00,8/2/25 0:00,40205 NE Borin Rd,Washougal,WA,98671,http://www.BikeReg.com/wa-2412,,Mountain Bike,-122.3479921,45.5819594
Tour de Keuka,8/2/25 0:00,8/2/25 0:00,"Hammondsport Fire Station, 8521 NY-54",Hammondsport,NY,14840,http://www.BikeReg.com/tour-de-keuka-2025,,Special Event,-77.2236302,42.4079347
Tour de Slate,8/2/25 0:00,8/2/25 0:00,"8 Park Ave., Middletown Springs, VT",Middletown Springs,VT,5757,http://www.BikeReg.com/tourdeslate,,"Recreational, Virtual",-73.1182549,43.4853063
Audacity: Osage County 2025,8/2/25 0:00,8/2/25 0:00,409 N Main St,Tulsa,OK,74103,http://www.BikeReg.com/audacity25,,Gravel,-95.9927516,36.1563122
Utah Gravel Series - All 4 Events Discount,4/5/25 0:00,8/2/25 0:00,,Salt Lake City,UT,84106,http://www.BikeReg.com/utah-gravel-series,,"Gravel, Utah Cycling Association",-111.886797,40.7596198
Solid Rock Ministries Poker Ride,8/2/25 0:00,8/2/25 0:00,325 104th Ave,Holland,MI,49423,http://www.BikeReg.com/solid-rock-ministries-poker-ride,,Special Event,-86.1090828,42.7876022
Wasatch All Road Gravel Race,8/2/25 0:00,8/2/25 0:00, ,Francis,UT,84036,http://www.BikeReg.com/wasatch-all-road-gravel-race,,"Gravel, Utah Cycling Association",-111.280483,40.6102645
"Boone Gran Fondo, a Suarez Gran Fondo National Series event",8/3/25 0:00,8/3/25 0:00,164 South Depot Street,Boone,NC,30525,http://www.BikeReg.com/boone-gfns,,"Gran Fondo, Road Race",-81.684004,36.2187873
Boone Gran Fondo Volunteers,8/3/25 0:00,8/3/25 0:00,164 South Depot Street,Boone,NC,30525,http://www.BikeReg.com/boone-gfns-volunteers-2025,,"Gran Fondo, Road Race",-81.684004,36.2187873
The Hills on Fire Enduro-XC,8/3/25 0:00,8/3/25 0:00, Old Cameron St,Bath,NY,14810,http://www.BikeReg.com/the-hills-on-fire,,Mountain Bike,-77.3177577,42.3370164
Vertigo Night Rides,8/8/25 0:00,8/8/25 0:00,20304 W White Tank Mountain Rd,Waddell,AZ,85355,http://www.BikeReg.com/vertigo-night-rides,,Mountain Bike,-112.4447662,33.5643025
2025 Farm to Fork Weekend Getaway - Coastal Maine,8/8/25 0:00,8/10/25 0:00,,Freeport,ME,4032,http://www.BikeReg.com/farm-to-fork-maine-2025,,"Bike Tour, Recreational",-70.10376,43.857307
18th Annual TOUR OF THE CATSKILLS,8/9/25 0:00,8/9/25 0:00,"20 Tompkins St, tannersville, ny, 12485",Tannersville,NY,12485,http://www.BikeReg.com/catskills,,"Gran Fondo, Road Race",-74.1337508,42.1956438
"Blazing Saddles 2025 Poker Bike Ride for Suicide Prevention, Hope and Awareness",8/9/25 0:00,8/9/25 0:00,7731 E 119th Dr,Bixby,OK,74008,http://www.BikeReg.com/bixby-blazing-saddles-ride-2025,,"Gran Fondo, Recreational",-95.8833235,35.9420431
Haddam Hounds Hundy: PENULTIMATE,8/9/25 0:00,8/9/25 0:00,417 Main Street,Haddam,KS,66508,http://www.BikeReg.com/haddamhoundshundred,,Gravel,-97.301702,39.856948
Brake the Cycle of Poverty,8/9/25 0:00,8/9/25 0:00,250 College Blvd,Kutztown,PA,19530,http://www.BikeReg.com/brake-the-cycle-of-poverty,,"Special Event, Recreational",-75.7774177,40.5173165
Oregon 6 HR MTB,8/9/25 0:00,8/9/25 0:00,Alsea falls Recreation Area Fall Creek Trailhead,Monroe,OR,97456,http://www.BikeReg.com/oregon-6-hr-mtb,,Mountain Bike,-123.2974348,44.3144964
